tool,mode,threshold,t_wall,t_cpu,timeout,mc time,states,lower_bound,trans,prob,prob LP,heur_iter,info (total states:1805)
fark,y form,0.38000000000000017,0.15796470642089844,0.15797752700018464,False,-,549,-,-,0.3882123491691439,0.3800000000000001,1,-
fark,z form,0.38000000000000017,0.14836549758911133,0.14836685199770727,False,-,283,-,-,0.38186256492213255,0.38000000000000017,1,-
fark,y form,0.38000000000000017,0.30362439155578613,0.3036356419979711,False,-,364,-,-,0.38017497141033924,0.3800000000000002,2,-
fark,z form,0.38000000000000017,0.27922821044921875,0.2792336599995906,False,-,283,-,-,0.38186256492213255,0.38000000000000017,2,-
fark,y form,0.38000000000000017,0.44542956352233887,0.445448757000122,False,-,364,-,-,0.38017497141033924,0.3800000000000002,3,-
fark,z form,0.38000000000000017,0.41928911209106445,0.41929741100102547,False,-,283,-,-,0.38186256492213255,0.38000000000000017,3,-
fark,y form,0.38000000000000017,0.5922174453735352,0.5922190430028422,False,-,364,-,-,0.38017497141033924,0.3800000000000002,4,-
fark,z form,0.38000000000000017,0.559391975402832,0.5594088749967341,False,-,283,-,-,0.38186256492213255,0.38000000000000017,4,-
fark,y form,0.38000000000000017,0.7413153648376465,0.7413419229997089,False,-,364,-,-,0.38017497141033924,0.3800000000000002,5,-
fark,z form,0.38000000000000017,0.696465015411377,0.6960544350004056,False,-,283,-,-,0.38186256492213255,0.38000000000000017,5,-
fark,y exact,0.38000000000000017,134.08665132522583,534.9299872580013,False,-,248,248.0,-,0.3802639307858469,0.3800000000000001,-,-
fark,z exact,0.38000000000000017,1779.081000328064,7115.273907742001,False,-,248,248.0,-,0.38039393318233,0.38000000000000017,-,-
comics,global,0.38000000000000017,1.76621,-,-,-,417,-,-,0.382156,-,-,-
comics,local,0.38000000000000017,0.066945,-,-,-,263,-,-,0.380553,-,-,-
fark,y form,0.3900000000000002,0.15834760665893555,0.1583512500001234,False,-,556,-,-,0.4378312338946301,0.3900000000000002,1,-
fark,z form,0.3900000000000002,0.14959359169006348,0.14959222500328906,False,-,285,-,-,0.39279470760098506,0.3900000000000002,1,-
fark,y form,0.3900000000000002,0.29961562156677246,0.2996219779961393,False,-,338,-,-,0.4048171136082811,0.3900000000000002,2,-
fark,z form,0.3900000000000002,0.27794909477233887,0.2779300289985258,False,-,282,-,-,0.3906823315875639,0.3900000000000002,2,-
fark,y form,0.3900000000000002,0.4391942024230957,0.43920533300115494,False,-,306,-,-,0.39200766123907715,0.39000000000000024,3,-
fark,z form,0.3900000000000002,0.42201685905456543,0.4220061829983024,False,-,282,-,-,0.3906823315875639,0.3900000000000002,3,-
fark,y form,0.3900000000000002,0.5874109268188477,0.5874237179959891,False,-,306,-,-,0.39200766123907715,0.39000000000000024,4,-
fark,z form,0.3900000000000002,0.5573389530181885,0.5573243260005256,False,-,282,-,-,0.3906823315875639,0.3900000000000002,4,-
fark,y form,0.3900000000000002,0.7295031547546387,0.7290904100009357,False,-,306,-,-,0.39200766123907715,0.39000000000000024,5,-
fark,z form,0.3900000000000002,0.6977694034576416,0.6977899349949439,False,-,282,-,-,0.3906823315875639,0.3900000000000002,5,-
fark,y exact,0.3900000000000002,49.64380645751953,197.1955059220054,False,-,255,255.0,-,0.39001394609495355,0.3900000000000001,-,-
fark,z exact,0.3900000000000002,681.2854814529419,2724.1913369449976,False,-,255,255.0,-,0.39001394609495355,0.3900000000000002,-,-
comics,global,0.3900000000000002,1.74381,-,-,-,434,-,-,0.395473,-,-,-
comics,local,0.3900000000000002,0.070694,-,-,-,275,-,-,0.391773,-,-,-
fark,y form,0.4000000000000002,0.15837430953979492,0.15838336500019068,False,-,556,-,-,0.4378312338946301,0.4000000000000002,1,-
fark,z form,0.4000000000000002,0.14394521713256836,0.14394696400268003,False,-,313,-,-,0.420429073830777,0.4000000000000002,1,-
fark,y form,0.4000000000000002,0.30571532249450684,0.3057231490020058,False,-,304,-,-,0.4017828098425204,0.4000000000000002,2,-
fark,z form,0.4000000000000002,0.2844231128692627,0.2844567249994725,False,-,280,-,-,0.402278151330932,0.4000000000000002,2,-
fark,y form,0.4000000000000002,0.44837379455566406,0.4483965140025248,False,-,292,-,-,0.40086609472409157,0.4000000000000002,3,-
fark,z form,0.4000000000000002,0.43060994148254395,0.4306032409949694,False,-,280,-,-,0.402278151330932,0.4000000000000002,3,-
fark,y form,0.4000000000000002,0.5986981391906738,0.5987116369942669,False,-,292,-,-,0.40086609472409157,0.4000000000000002,4,-
fark,z form,0.4000000000000002,0.5738494396209717,0.5738718130014604,False,-,280,-,-,0.402278151330932,0.4000000000000002,4,-
fark,y form,0.4000000000000002,0.7360026836395264,0.7356729109960725,False,-,292,-,-,0.40086609472409157,0.4000000000000002,5,-
fark,z form,0.4000000000000002,0.7073440551757812,0.707354389000102,False,-,280,-,-,0.402278151330932,0.4000000000000002,5,-
fark,y exact,0.4000000000000002,37.211779832839966,147.46595461900142,False,-,266,266.0,-,0.40008438140421526,0.4000000000000002,-,-
fark,z exact,0.4000000000000002,382.8976516723633,1530.6351415669997,False,-,266,266.0,-,0.40096552183266554,0.4000000000000002,-,-
comics,global,0.4000000000000002,3.36957,-,-,-,463,-,-,0.406493,-,-,-
comics,local,0.4000000000000002,0.07506,-,-,-,282,-,-,0.400241,-,-,-
fark,y form,0.4100000000000002,0.15842127799987793,0.15843738799594576,False,-,556,-,-,0.4378312338946301,0.41000000000000014,1,-
fark,z form,0.4100000000000002,0.1452474594116211,0.14526004099752754,False,-,313,-,-,0.420429073830777,0.4100000000000002,1,-
